Is gateway,Status,Last active,Name,MAC,Serial,Tags,Model,Product description,Latitude,Longitude,Internet address,LAN IP,Usage,Client count,Download speed,Gateway node,Gateway route length,Ping latency,Last active timestamp,Clients probing,Current client count
true,OK,now,LVB Goerdelerring - Bb1,00:18:0a:23:91:e2,Q2CK-FBE2-EF8K, LEIPZIGER LVB ,MR66,Meraki MR66 Cloud Managed AP,51.3441304400888,12.3722961719614,146.0.126.160,192.168.2.3,15970433024,817,"",00:18:0a:23:91:e2,"","",Fri Feb 10 10:22:34 CET 2017,,7
true,OK,now,LVB Augustusplatz Pergola 8,e0:55:3d:10:0c:ea,Q2EK-FQJL-YN2X, LEIPZIGER LVB ,MR84,Meraki MR84 Cloud Managed AP,51.3383058286471,12.3801094203009,146.0.126.160,192.168.17.4,1725681664,222,"",e0:55:3d:10:0c:ea,"","",Fri Feb 10 10:22:49 CET 2017,,4
true,OK,now,LVB Bornaische Str - 2 Etage,88:15:44:ba:94:60,Q2JD-JDTJ-58PL, LEIPZIGER LVB ,MR32,Meraki MR32 Cloud Managed AP,51.3345990643209,12.3719645969686,85.239.122.61,192.168.100.14,47987712,6,"",88:15:44:ba:94:60,"","",Fri Feb 10 10:22:38 CET 2017,,0
true,OK,now,LVB Goerdelerring - Bb2,00:18:0a:23:9d:8c,Q2CK-KZCL-3BTD, LEIPZIGER LVB ,MR66,Meraki MR66 Cloud Managed AP,51.3441270892512,12.3721191461664,146.0.126.160,192.168.2.50,3649742848,440,"",00:18:0a:23:9d:8c,"","",Fri Feb 10 10:22:41 CET 2017,,1
true,OK,now,Altes Rathaus - Markt Nord,00:18:0a:5d:b4:e0,Q2DK-57JT-9KNN, LEIPZIGER ,MR72,Meraki MR72 Cloud Managed AP,51.3407622220473,12.3752063690699,146.0.126.160,192.168.7.2,322982912,41,"",00:18:0a:5d:b4:e0,"","",Fri Feb 10 10:22:26 CET 2017,,1
true,OK,now,LVB Augustusplatz Mast 3,88:15:44:cc:5f:94,Q2CK-ZUYH-8765, LEIPZIGER LVB ,MR66,Meraki MR66 Cloud Managed AP,51.3390569746492,12.3816901534337,146.0.126.160,192.168.3.177,6479127552,404,"",88:15:44:cc:5f:94,"","",Fri Feb 10 10:22:22 CET 2017,,6
true,OK,now,LVB HBF - West2,00:18:0a:23:95:2a,Q2CK-GQ4J-JHUJ, LEIPZIGER LVB ,MR66,Meraki MR66 Cloud Managed AP,51.3440552796437,12.379756285809,146.0.126.160,192.168.10.4,16445362176,915,"",00:18:0a:23:95:2a,"","",Fri Feb 10 10:22:16 CET 2017,,10
true,OK,now,LVB Neues Rathaus 1,88:15:44:55:0e:38,Q2CK-6E6S-2X4U, LEIPZIGER LVB ,MR66,Meraki MR66 Cloud Managed AP,51.3358207828665,12.3709228812731,146.0.126.160,192.168.9.1,550988800,227,"",88:15:44:55:0e:38,"","",Fri Feb 10 10:22:36 CET 2017,,1
true,OK,now,LVB Augustusplatz Pergola 2,e0:55:3d:10:07:90,Q2EK-7HJ8-HY7H, LEIPZIGER LVB ,MR84,Meraki MR84 Cloud Managed AP,51.3397451568957,12.3805654226817,146.0.126.160,192.168.18.4,645821440,326,"",e0:55:3d:10:07:90,"","",Fri Feb 10 10:22:15 CET 2017,,3
true,OK,now,LVB Jahnallee Sportforum 1-1,00:18:0a:5c:cd:90,Q2DK-RGHG-HFCH, LEIPZIGER LVB ,MR72,Meraki MR72 Cloud Managed AP,51.340661052686,12.3516583442688,146.0.126.160,192.168.16.1,1657134080,153,"",00:18:0a:5c:cd:90,"","",Fri Feb 10 10:21:12 CET 2017,,1
true,OK,now,LVB Leibnizstraße 2-2,e0:55:3d:4b:37:20,Q2DK-ZHPQ-MVGN, LEIPZIGER LVB ,MR72,Meraki MR72 Cloud Managed AP,51.3432605543703,12.3652893304825,146.0.126.160,192.168.15.1,248932352,171,"",e0:55:3d:4b:37:20,"","",Fri Feb 10 10:21:48 CET 2017,,2
true,OK,now,Altes Rathaus - Markt Mitte-Sued,00:18:0a:5d:7b:70,Q2DK-2AN4-9A9Y, LEIPZIGER ,MR72,Meraki MR72 Cloud Managed AP,51.3403634413816,12.3752010046519,146.0.126.160,192.168.7.79,286555136,52,"",00:18:0a:5d:7b:70,"","",Fri Feb 10 10:22:11 CET 2017,,3
true,OK,now,LWB Pinguin APxx,e0:55:3d:10:0d:16,Q2EK-H6UG-KDUK, LEIPZIGER ,MR84,Meraki MR84 Cloud Managed AP,51.3415420460909,12.3759073374822,146.0.126.160,192.168.21.2,646100992,29,"",e0:55:3d:10:0d:16,"","",Fri Feb 10 10:22:50 CET 2017,,0
true,OK,now,LVB Angerbrücke,00:18:0a:5e:b9:f0,Q2DK-8ZS5-EQUB, LEIPZIGER LVB ,MR72,Meraki MR72 Cloud Managed AP,51.3379218560107,12.3407873511314,91.39.23.82,192.168.2.100,2578558976,375,"",00:18:0a:5e:b9:f0,"","",Fri Feb 10 10:20:52 CET 2017,,2
true,OK,now,LVB Goerdelerring 4,00:18:0a:23:90:16,Q2CK-EJHB-MMRX, LEIPZIGER LVB ,MR66,Meraki MR66 Cloud Managed AP,51.3443902632114,12.3723006248474,146.0.126.160,192.168.2.1,2445032448,457,"",00:18:0a:23:90:16,"","",Fri Feb 10 10:22:11 CET 2017,,6
true,OK,now,LVB HBF - West1,00:18:0a:23:97:3e,Q2CK-HKH6-Y8TE, LEIPZIGER LVB ,MR66,Meraki MR66 Cloud Managed AP,51.3440938143209,12.3796597262844,146.0.126.160,192.168.10.2,44116981760,1364,"",00:18:0a:23:97:3e,"","",Fri Feb 10 10:22:43 CET 2017,,12
true,OK,now,Altes Rathaus - Naschmarkt Sued,00:18:0a:5e:1e:40,Q2DK-AKNU-C27B, LEIPZIGER ,MR72,Meraki MR72 Cloud Managed AP,51.3399981686284,12.3754477678813,146.0.126.160,192.168.7.77,105400320,67,"",00:18:0a:5e:1e:40,"","",Fri Feb 10 10:22:42 CET 2017,,2
true,OK,now,LVB Augustusplatz Pergola 3,e0:55:3d:10:0c:82,Q2EK-D6K6-FHUA, LEIPZIGER LVB ,MR84,Meraki MR84 Cloud Managed AP,51.3395759230519,12.3804956852473,146.0.126.160,192.168.18.1,1507674112,149,"",e0:55:3d:10:0c:82,"","",Fri Feb 10 10:22:44 CET 2017,,2
true,OK,now,Altes Rathaus - Naschmarkt Mitte-Sued,00:18:0a:5d:81:40,Q2DK-2KYP-KQK8, LEIPZIGER ,MR72,Meraki MR72 Cloud Managed AP,51.3402646002187,12.3754638611354,146.0.126.160,192.168.7.80,679796736,11,"",00:18:0a:5d:81:40,"","",Fri Feb 10 10:22:38 CET 2017,,1
true,OK,now,LVB Waldplatz 1-2,e0:55:3d:4a:fa:40,Q2DK-WLEN-A3YE, LEIPZIGER LVB ,MR72,Meraki MR72 Cloud Managed AP,51.3423233145432,12.3594890534878,146.0.126.160,192.168.13.1,106734592,163,"",e0:55:3d:4a:fa:40,"","",Fri Feb 10 10:22:47 CET 2017,,2
true,OK,now,LWB Pinguin APxx,e0:55:3d:10:08:2e,Q2EK-CCDT-TMZV, LEIPZIGER ,MR84,Meraki MR84 Cloud Managed AP,51.3410857680182,12.3753529787064,146.0.126.160,192.168.21.11,2937856,9,"",e0:55:3d:10:08:2e,"","",Fri Feb 10 10:22:52 CET 2017,,0
true,OK,now,LWB Pinguin APxx,e0:55:3d:10:07:66,Q2EK-64EA-98G5, LEIPZIGER ,MR84,Meraki MR84 Cloud Managed AP,51.3414376279691,12.3753154277802,146.0.126.160,192.168.21.3,42691584,21,"",e0:55:3d:10:07:66,"","",Fri Feb 10 10:22:47 CET 2017,,0
true,OK,now,LVB Augustusplatz Pergola 4,e0:55:3d:10:07:d4,Q2EK-9GW5-2259, LEIPZIGER LVB ,MR84,Meraki MR84 Cloud Managed AP,51.3393949594931,12.3804179011859,146.0.126.160,192.168.18.5,3258100736,98,"",e0:55:3d:10:07:d4,"","",Fri Feb 10 10:22:14 CET 2017,,5
true,OK,now,LWB Pinguin APxx,e0:55:3d:10:05:a4,Q2EK-PYTV-WHG6, LEIPZIGER ,MR84,Meraki MR84 Cloud Managed AP,51.3412783195958,12.3753244933323,146.0.126.160,192.168.21.10,700736512,83,"",e0:55:3d:10:05:a4,"","",Fri Feb 10 10:22:35 CET 2017,,0
true,OK,now,LVB Augustusplatz Gewandhaus 1-1,00:18:0a:5d:9b:20,Q2DK-3URV-Z82L, LEIPZIGER LVB ,MR72,Meraki MR72 Cloud Managed AP,51.3391101415955,12.3806782362226,146.0.126.160,192.168.3.170,9361841152,553,"",00:18:0a:5d:9b:20,"","",Fri Feb 10 10:22:29 CET 2017,,3
true,OK,now,Altes Rathaus - Markt Mitte-Nord,00:18:0a:5d:84:c0,Q2DK-2QNF-N8EU, LEIPZIGER ,MR72,Meraki MR72 Cloud Managed AP,51.340582938746,12.3751983224429,146.0.126.160,192.168.7.81,174180352,28,"",00:18:0a:5d:84:c0,"","",Fri Feb 10 10:22:42 CET 2017,,2
true,OK,now,LVB Augustusplatz Pergola 6,e0:55:3d:10:0b:f6,Q2EK-9AZK-H8KQ, LEIPZIGER LVB ,MR84,Meraki MR84 Cloud Managed AP,51.338734771564,12.3802140264524,146.0.126.160,192.168.17.1,802472960,198,"",e0:55:3d:10:0b:f6,"","",Fri Feb 10 10:22:42 CET 2017,,0
true,OK,now,LVB Neues Rathaus 2,88:15:44:cc:5f:b6,Q2CK-ZWJQ-4XR9, LEIPZIGER LVB ,MR66,Meraki MR66 Cloud Managed AP,51.335753753919,12.3709148346461,146.0.126.160,192.168.9.2,579161088,103,"",88:15:44:cc:5f:b6,"","",Fri Feb 10 10:22:25 CET 2017,,0
true,OK,now,LVB Augustusplatz Pergola 1,e0:55:3d:10:0d:04,Q2EK-GK5C-7BXN, LEIPZIGER LVB ,MR84,Meraki MR84 Cloud Managed AP,51.3399143900637,12.3806458889521,146.0.126.160,192.168.18.6,4097301504,162,"",e0:55:3d:10:0d:04,"","",Fri Feb 10 10:22:24 CET 2017,,1
true,OK,now,LVB Augustusplatz Mast 2,00:18:0a:23:9e:38,Q2CK-L943-7ZRG, LEIPZIGER LVB ,MR66,Meraki MR66 Cloud Managed AP,51.3390821087049,12.3816767423887,146.0.126.160,192.168.3.176,8981127168,555,"",00:18:0a:23:9e:38,"","",Fri Feb 10 10:22:32 CET 2017,,2
true,OK,now,LWB Pinguin APxx,e0:55:3d:10:0b:78,Q2EK-5QTR-ETPD, LEIPZIGER ,MR84,Meraki MR84 Cloud Managed AP,51.3408813529016,12.3762434720993,146.0.126.160,192.168.21.5,1506766848,20,"",e0:55:3d:10:0b:78,"","",Fri Feb 10 10:22:31 CET 2017,,1
true,OK,now,LWB Pinguin APxx,e0:55:3d:10:07:10,Q2EK-39L2-KQ2J, LEIPZIGER ,MR84,Meraki MR84 Cloud Managed AP,51.3415381588875,12.3755997419357,146.0.126.160,192.168.21.13,215436288,38,"",e0:55:3d:10:07:10,"","",Fri Feb 10 10:22:38 CET 2017,,0
true,OK,now,LVB Augustusplatz Pergola 7,e0:55:3d:10:0b:8a,Q2EK-6DAW-SFPK, LEIPZIGER LVB ,MR84,Meraki MR84 Cloud Managed AP,51.3385119308739,12.3801496534361,146.0.126.160,192.168.17.3,248635392,99,"",e0:55:3d:10:0b:8a,"","",Fri Feb 10 10:22:15 CET 2017,,0
true,OK,now,LVB Leibnizstraße 2-1,e0:55:3d:65:67:40,Q2DK-KLLZ-CC56, LEIPZIGER LVB ,MR72,Meraki MR72 Cloud Managed AP,51.3432840106714,12.3652625083923,146.0.126.160,192.168.15.3,208468992,294,"",e0:55:3d:65:67:40,"","",Fri Feb 10 10:22:39 CET 2017,,2
true,OK,now,LWB Pinguin APxx,e0:55:3d:10:08:70,Q2EK-EG5U-VQVM, LEIPZIGER ,MR84,Meraki MR84 Cloud Managed AP,51.3413706072344,12.3763346672058,146.0.126.160,192.168.21.14,82312192,25,"",e0:55:3d:10:08:70,"","",Fri Feb 10 10:22:37 CET 2017,,1
true,OK,now,LVB Augustusplatz Pergola 5,e0:55:3d:10:09:5a,Q2EK-PC6V-WFBT, LEIPZIGER LVB ,MR84,Meraki MR84 Cloud Managed AP,51.3389525843983,12.3802703528418,146.0.126.160,192.168.17.2,1867199488,88,"",e0:55:3d:10:09:5a,"","",Fri Feb 10 10:22:53 CET 2017,,0
true,OK,now,LVB Servicecenter Markgrafenstr 1,88:15:44:2c:a3:f0,Q2DK-M6LQ-EZSP, LEIPZIGER LVB ,MR72,Meraki MR72 Cloud Managed AP,51.3367441300905,12.3745198843244,146.0.126.160,192.168.11.205,854294528,36,"",88:15:44:2c:a3:f0,"","",Fri Feb 10 10:22:01 CET 2017,,0
false,OK,now,NATO 1,88:15:44:58:a6:f0,Q2DK-WTFU-CSGP, LEIPZIGER NATO ,MR72,Meraki MR72 Cloud Managed AP,51.32525,12.37301,109.104.56.194,N/A,957136896,140,0.0,88:15:44:2c:96:90,1,"",Fri Feb 10 10:22:12 CET 2017,,1
true,OK,now,LVB Augustusplatz Mast 1,00:18:0a:23:92:b8,Q2CK-FNH9-L9MD, LEIPZIGER LVB ,MR66,Meraki MR66 Cloud Managed AP,51.3390661904712,12.3816593080301,146.0.126.160,192.168.3.171,4445356032,179,"",00:18:0a:23:92:b8,"","",Fri Feb 10 10:22:18 CET 2017,,6
true,OK,now,LVB Leibnizstraße 1-1,e0:55:3d:4b:03:60,Q2DK-X2K4-6RSR, LEIPZIGER LVB ,MR72,Meraki MR72 Cloud Managed AP,51.343340975924,12.3656433820724,146.0.126.160,192.168.15.2,710895616,375,"",e0:55:3d:4b:03:60,"","",Fri Feb 10 10:22:41 CET 2017,,0
true,OK,now,LVB Augustusplatz Gewandhaus 1-2,00:18:0a:5d:05:70,Q2DK-UKGD-Y3QZ, LEIPZIGER LVB ,MR72,Meraki MR72 Cloud Managed AP,51.3390988814684,12.3807213932014,146.0.126.160,192.168.3.174,430706688,108,"",00:18:0a:5d:05:70,"","",Fri Feb 10 10:22:32 CET 2017,,0
true,OK,now,LVB Jahnallee AOK 2-1,e0:55:3d:65:b3:80,Q2DK-PHFA-4M3W, LEIPZIGER LVB ,MR72,Meraki MR72 Cloud Managed AP,51.3416663689805,12.356024980545,146.0.126.160,192.168.14.41,5050641408,262,"",e0:55:3d:65:b3:80,"","",Fri Feb 10 10:22:19 CET 2017,,2
true,OK,now,LVB Leibnizstraße 1-2,e0:55:3d:4b:09:80,Q2DK-XBKZ-RJTZ, LEIPZIGER LVB ,MR72,Meraki MR72 Cloud Managed AP,51.3433342741333,12.3656755685806,146.0.126.160,192.168.15.52,808978432,267,"",e0:55:3d:4b:09:80,"","",Fri Feb 10 10:21:34 CET 2017,,1
true,OK,now,LWB Pinguin APxx,e0:55:3d:10:07:68,Q2EK-6AD5-WKZV, LEIPZIGER ,MR84,Meraki MR84 Cloud Managed AP,51.3409584275608,12.3761039972305,146.0.126.160,192.168.21.1,1893059584,24,"",e0:55:3d:10:07:68,"","",Fri Feb 10 10:22:30 CET 2017,,2
true,OK,now,LVB HBF - Mobiturm,00:18:0a:23:8f:5e,Q2CK-E8GA-LJCJ, LEIPZIGER LVB ,MR66,Meraki MR66 Cloud Managed AP,51.3437541740055,12.378798276186,146.0.126.160,192.168.10.175,11446980608,337,"",00:18:0a:23:8f:5e,"","",Fri Feb 10 10:22:28 CET 2017,,3
true,OK,now,LWB Pinguin APxx,e0:55:3d:10:0d:a2,Q2EK-MG63-ELT6, LEIPZIGER ,MR84,Meraki MR84 Cloud Managed AP,51.3409783664599,12.3757106243647,146.0.126.165,192.168.21.7,5274318848,32,"",e0:55:3d:10:0d:a2,"","",Fri Feb 10 10:22:30 CET 2017,,0
true,OK,now,LVB Richard-Wagner-Platz - NO,e0:55:3d:10:07:c0,Q2EK-8QNH-2H5S, LEIPZIGER LVB ,MR84,Meraki MR84 Cloud Managed AP,51.3440282226249,12.371922889306,146.0.126.160,192.168.2.165,3227034624,645,"",e0:55:3d:10:07:c0,"","",Fri Feb 10 10:22:44 CET 2017,,4
true,OK,now,LWB Pinguin APxx,e0:55:3d:10:09:4c,Q2EK-NSG9-2MGW, LEIPZIGER ,MR84,Meraki MR84 Cloud Managed AP,51.3410422042174,12.3763507604599,146.0.126.160,192.168.21.6,264946688,44,"",e0:55:3d:10:09:4c,"","",Fri Feb 10 10:22:49 CET 2017,,1
true,OK,now,LVB HBF - Ost1,00:18:0a:23:97:9e,Q2CK-HQRA-HMFV, LEIPZIGER LVB ,MR66,Meraki MR66 Cloud Managed AP,51.3437474722751,12.3808582127094,146.0.126.160,192.168.10.1,17225987072,1046,"",00:18:0a:23:97:9e,"","",Fri Feb 10 10:22:11 CET 2017,,14
true,OK,now,Altes Rathaus - Markt Sued,00:18:0a:5e:05:00,Q2DK-9BR3-QD28, LEIPZIGER ,MR72,Meraki MR72 Cloud Managed AP,51.3401050530879,12.3752112641341,146.0.126.160,192.168.7.82,179186688,43,"",00:18:0a:5e:05:00,"","",Fri Feb 10 10:22:49 CET 2017,,1
true,OK,now,NATO 2,88:15:44:2c:96:90,Q2DK-LFWV-2HRD, LEIPZIGER NATO ,MR72,Meraki MR72 Cloud Managed AP,51.32525,12.37301,109.104.56.194,,647752704,38,"",88:15:44:2c:96:90,"","",Fri Feb 10 10:22:34 CET 2017,,1
true,OK,now,LWB Pinguin APxx,e0:55:3d:10:0b:92,Q2EK-6T7H-RAFN, LEIPZIGER ,MR84,Meraki MR84 Cloud Managed AP,51.34120640602,12.3763400316238,146.0.126.160,192.168.21.9,142740480,41,"",e0:55:3d:10:0b:92,"","",Fri Feb 10 10:22:29 CET 2017,,0
true,OK,now,LVB Richard-Wagner-Platz - NW,e0:55:3d:10:08:1c,Q2EK-BWK6-Y4VN, LEIPZIGER LVB ,MR84,Meraki MR84 Cloud Managed AP,51.344019091564,12.3718285560608,146.0.126.160,192.168.2.166,823194624,441,"",e0:55:3d:10:08:1c,"","",Fri Feb 10 10:22:44 CET 2017,,3
true,OK,now,LVB Leuschnerplatz 2,00:18:0a:23:90:0a,Q2CK-EJ84-G273, LEIPZIGER LVB ,MR66,Meraki MR66 Cloud Managed AP,51.3358009129606,12.3762863874435,146.0.126.160,192.168.1.228,1131828224,324,"",00:18:0a:23:90:0a,"","",Fri Feb 10 10:22:13 CET 2017,,5
true,OK,now,LVB Richard-Wagner-Platz - S,e0:55:3d:10:09:84,Q2EK-QKGY-UHG3, LEIPZIGER LVB ,MR84,Meraki MR84 Cloud Managed AP,51.3439729504344,12.3718787134021,146.0.126.160,192.168.2.167,541566976,126,"",e0:55:3d:10:09:84,"","",Fri Feb 10 10:22:13 CET 2017,,0
true,OK,now,LVB Busbahnhof Lindenau,00:18:0a:5e:3d:70,Q2DK-2NST-YD8T, LEIPZIGER LVB ,MR72,Meraki MR72 Cloud Managed AP,51.3318173406028,12.320425092912,217.254.17.125,192.168.2.103,2563453952,190,"",00:18:0a:5e:3d:70,"","",Fri Feb 10 10:22:38 CET 2017,,2
true,OK,now,LVB Augustusplatz Gewandhaus 2-2,00:18:0a:5d:1e:f0,Q2DK-VVVK-3VM7, LEIPZIGER LVB ,MR72,Meraki MR72 Cloud Managed AP,51.3389459322832,12.3810698387388,146.0.126.160,192.168.3.2,2549579776,322,"",00:18:0a:5d:1e:f0,"","",Fri Feb 10 10:22:17 CET 2017,,5
true,OK,now,LVB Bornaische Str - DVT-L7-AP03,88:15:44:ba:84:d0,Q2JD-HYGW-965S, LEIPZIGER LVB ,MR32,Meraki MR32 Cloud Managed AP,51.2955397,12.3861156,85.239.122.61,192.168.100.17,167624704,6,"",88:15:44:ba:84:d0,"","",Fri Feb 10 10:22:28 CET 2017,,1
true,OK,now,LVB Augustusplatz Hauptpost 1,00:18:0a:23:91:ee,Q2CK-FBR8-CUW6, LEIPZIGER LVB ,MR66,Meraki MR66 Cloud Managed AP,51.3392152017039,12.3821081221104,146.0.126.160,192.168.3.1,2584356864,751,"",00:18:0a:23:91:ee,"","",Fri Feb 10 10:22:36 CET 2017,,6
true,OK,now,LVB Leuschnerplatz 3,00:18:0a:23:9c:4a,Q2CK-KHQU-ZNGF, LEIPZIGER LVB ,MR66,Meraki MR66 Cloud Managed AP,51.3358987331975,12.3755429126322,146.0.126.160,192.168.1.229,3261520896,484,"",00:18:0a:23:9c:4a,"","",Fri Feb 10 10:22:42 CET 2017,,3
true,OK,now,LVB Waldplatz 2-2,e0:55:3d:4a:bf:20,Q2DK-3FWS-ZJ96, LEIPZIGER LVB ,MR72,Meraki MR72 Cloud Managed AP,51.3425923799099,12.3592580076365,146.0.126.160,192.168.13.53,232501248,188,"",e0:55:3d:4a:bf:20,"","",Fri Feb 10 10:21:44 CET 2017,,0
true,OK,now,LWB Pinguin APxx,e0:55:3d:10:08:34,Q2EK-CJMR-D7F2, LEIPZIGER ,MR84,Meraki MR84 Cloud Managed AP,51.3415515629933,12.376189827919,146.0.126.160,192.168.21.8,517908480,60,"",e0:55:3d:10:08:34,"","",Fri Feb 10 10:22:23 CET 2017,,0
true,OK,now,LVB Jahnallee AOK 1-2,e0:55:3d:4b:2c:10,Q2DK-YX4V-DVHH, LEIPZIGER LVB ,MR72,Meraki MR72 Cloud Managed AP,51.3417333892828,12.3570656776428,146.0.126.160,192.168.14.42,878076928,396,"",e0:55:3d:4b:2c:10,"","",Fri Feb 10 10:22:35 CET 2017,,4
true,OK,now,LVB Jahnallee AOK 2-2,e0:55:3d:4b:19:20,Q2DK-Y4RM-3E84, LEIPZIGER LVB ,MR72,Meraki MR72 Cloud Managed AP,51.3416864750815,12.3561322689056,146.0.126.160,192.168.14.43,1526465536,346,"",e0:55:3d:4b:19:20,"","",Fri Feb 10 10:21:14 CET 2017,,2
true,OK,now,LVB Goerdelerring 3,00:18:0a:23:92:30,Q2CK-FF9D-2PQ9, LEIPZIGER LVB ,MR66,Meraki MR66 Cloud Managed AP,51.3443951554796,12.3720976884943,146.0.126.160,192.168.2.2,7505003520,583,"",00:18:0a:23:92:30,"","",Fri Feb 10 10:22:23 CET 2017,,3
true,OK,now,LVB Augustusplatz Hauptpost 2,00:18:0a:23:92:20,Q2CK-FE9A-C8KY, LEIPZIGER LVB ,MR66,Meraki MR66 Cloud Managed AP,51.3391910227868,12.3820965080995,146.0.126.160,192.168.3.178,6897488896,412,"",00:18:0a:23:92:20,"","",Fri Feb 10 10:22:14 CET 2017,,1
true,OK,now,LVB Augustusplatz Gewandhaus 2-1,00:18:0a:5d:14:50,Q2DK-VBA4-NQN3, LEIPZIGER LVB ,MR72,Meraki MR72 Cloud Managed AP,51.338922473762,12.3810966608289,146.0.126.160,192.168.3.180,9893238784,464,"",00:18:0a:5d:14:50,"","",Fri Feb 10 10:22:45 CET 2017,,4
true,OK,now,LVB Jahnallee Sportforum 1-2,88:15:44:2c:b0:80,Q2DK-MTGH-FC5W, LEIPZIGER LVB ,MR72,Meraki MR72 Cloud Managed AP,51.3406744570483,12.3517656326294,146.0.126.160,192.168.16.36,934853632,247,"",88:15:44:2c:b0:80,"","",Fri Feb 10 10:22:38 CET 2017,,3
